Uniprot ID
GSTM7_HUMAN
HD_HUMAN
ENV2_HUMAN
ALDOA_HUMAN
S39AD_HUMAN
PYC_HUMAN
IDHP_HUMAN
PRDX6_HUMAN
THIL_HUMAN
VDAC1_HUMAN
MYH10_HUMAN
SODC_HUMAN
RS21_HUMAN
TLN1_HUMAN
MYH4_HUMAN
FHL1_HUMAN
PLOD2_HUMAN
SCRN2_HUMAN
AL1B1_HUMAN
FLNA_HUMAN
VMA5A_HUMAN
CSRP1_HUMAN
HINT1_HUMAN
RS2_HUMAN
ESTD_HUMAN
ALDOA_HUMAN
UBA1Y_HUMAN
PDC6I_HUMAN
ANXA6_HUMAN
GRP75_HUMAN
BCAM_HUMAN
RLA0_HUMAN
HDGF_HUMAN
AT2A2_HUMAN
AT1A1_HUMAN
P5CS_HUMAN
TCPA_HUMAN
PLXB2_HUMAN
PSME2_HUMAN
MDHC_HUMAN
SYEP_HUMAN
ERLN2_HUMAN
SYEP_HUMAN
ATP5H_HUMAN
PPID_HUMAN
LDHA_HUMAN
PPIA_HUMAN
AN32A_HUMAN
CCHL_HUMAN
HSDL1_HUMAN
CTR1_HUMAN
TPIS_HUMAN
THOP1_HUMAN
ENOA_HUMAN
BUB3_HUMAN
PLOD3_HUMAN
FKBP4_HUMAN
AGRL2_HUMAN
NUCL_HUMAN
PLOD1_HUMAN
KCC2D_HUMAN
HEM2_HUMAN
MDHM_HUMAN
SLK_HUMAN
HA1K_HUMAN
PGK1_HUMAN
1433Z_HUMAN
GNAI2_HUMAN
PCBP2_HUMAN
SRSF1_HUMAN
RL10_HUMAN
MYL4_HUMAN
GUAA_HUMAN
TBB2A_HUMAN
RS3_HUMAN
SPTB1_HUMAN
PSME2_HUMAN
EIF4EBP1_HUMAN
MYPC3_HUMAN
PYRG1_HUMAN
DYHC1_HUMAN
LRRF1_HUMAN
ELOC_HUMAN
TBB6_HUMAN
PSD13_HUMAN
TPIS_HUMAN
CALR_HUMAN
LMNA_HUMAN
PPIA_HUMAN
RACK1_HUMAN
THIO_HUMAN
SPTN1_HUMAN
NDUS1_HUMAN
RL14_HUMAN
NAA15_HUMAN
RHOC_HUMAN
SPTN1_HUMAN
HPRT_HUMAN
COF1_HUMAN
DEST_HUMAN
VCAM1_HUMAN
IF4B_HUMAN
RAC3_HUMAN
TLN1_HUMAN
GBB1_HUMAN
VPS29_HUMAN
VDAC2_HUMAN
PGRC1_HUMAN
CHIP_HUMAN
PFD3_HUMAN
ADT2_HUMAN
PGAM1_HUMAN
ALD2_HUMAN
SYVC_HUMAN
RS20_HUMAN
SYHC_HUMAN
TMX1_HUMAN
VDAC2_HUMAN
G3P_HUMAN
RS3_HUMAN
HMCS1_HUMAN
RL4_HUMAN
RLA0_HUMAN
FLNA_HUMAN
ALDR_HUMAN
PUR2_HUMAN
VIME_HUMAN
SYAC_HUMAN
FLNC_HUMAN
FLNA_HUMAN
HNRPD_HUMAN
ADT1_HUMAN
HNRPQ_HUMAN
RS28_HUMAN
DYHC1_HUMAN
LRC59_HUMAN
CLH1_HUMAN
CYTB_HUMAN
VDAC3_HUMAN
CAPZB_HUMAN
FLNA_HUMAN
PLIN3_HUMAN
G3P_HUMAN
TERA_HUMAN
PYGB_HUMAN
PGK1_HUMAN
LAP2B_HUMAN
CAP1_HUMAN
2AAA_HUMAN
ODO1_HUMAN
ACTB_HUMAN
ANXA2_HUMAN
TAXB1_HUMAN
MANBA_HUMAN
EF2_HUMAN
PGP_HUMAN
SMC3_HUMAN
FLNC_HUMAN
ANXA6_HUMAN
MYL6_HUMAN
RAB21_HUMAN
ACTN1_HUMAN
GBB2_HUMAN
ADAS_HUMAN
MYH9_HUMAN
USO1_HUMAN
BAG3_HUMAN
STK39_HUMAN
LDHA_HUMAN
DEST_HUMAN
COR1C_HUMAN
USO1_HUMAN
PSMD1_HUMAN
STRAP_HUMAN
ORC1_HUMAN
MTAP_HUMAN
GLRX1_HUMAN
DPYL2_HUMAN
RPN1_HUMAN
WDR1_HUMAN
TBD2B_HUMAN
SRC8_HUMAN
DBNL_HUMAN
TM9S3_HUMAN
TCPA_HUMAN
EIF3G_HUMAN
1433T_HUMAN
C560_HUMAN
MRP_HUMAN
EF1G_HUMAN
VATG1_HUMAN
COR1C_HUMAN
PCCA_HUMAN
SRC8_HUMAN
CSK22_HUMAN
AKAP2_HUMAN
XIRP1_HUMAN
LAMP1_HUMAN
RL27A_HUMAN
ANXA6_HUMAN
LEG1_HUMAN
DESM_HUMAN
AIMP1_HUMAN
RL9_HUMAN
EF2_HUMAN
HSP7C_HUMAN
1433F_HUMAN
PALD_HUMAN
ROCK2_HUMAN
STX4_HUMAN
NIBAN_HUMAN
CPZIP_HUMAN
STIP1_HUMAN
EP15R_HUMAN
DDX5_HUMAN
TFR1_HUMAN
CLH1_HUMAN
KCC2D_HUMAN
RS27L_HUMAN
2AAA_HUMAN
HUWE1_HUMAN
FLNB_HUMAN
TIPRL_HUMAN
SUN2_HUMAN
VP9D1_HUMAN
HMCS1_HUMAN
SDHA_HUMAN
OTU6B_HUMAN
SEC63_HUMAN
FLNC_HUMAN
ADR1_HUMAN
ARP3_HUMAN
ACON_HUMAN
LRC40_HUMAN
UB2V1_HUMAN
MECR_HUMAN
CRIP2_HUMAN
VPS35_HUMAN
ACM2_HUMAN
NUDT3_HUMAN
IQGA1_HUMAN
PIN1_HUMAN
SNX1_HUMAN
IF2G_HUMAN
TWF2_HUMAN
CLIC1_HUMAN
SUCB1_HUMAN
TF2H1_HUMAN
COMD7_HUMAN
